batch_idx,label,pred,correct,sentence,logits_0,logits_1
14337,0,0,True,"This is like a zoology textbook, given that its depiction of animals is so accurate. However, here are a few details that appear to have been slightly modified during the transition to film:<br /><br />- Handgun bullets never hit giant Komodo dragons. It doesn't matter how many times you shoot at the Komodo, bullets just won't go near it.<br /><br />- The best way to avoid being eaten by a giant Cobra, or a giant Komodo dragon, is just to stand there. The exception to this rule is if you've been told to stay very still, in which case you should run off, until the Komodo is right next to you, and then you should stand there, expecting defeat.<br /><br />- Minutes of choppy slow motion footage behind the credits really makes for enjoyable watching.<br /><br />- $5,000 is a memory enhancement tool, and an ample substitute for losing your boating license/getting arrested.<br /><br />- Members of elite army units don't see giant Komodo dragons coming until they are within one metre of the over-sized beings. Maybe the computer-generated nature of these dragons has something to do with it.<br /><br />- When filming a news story aiming on exposing illegal animal testing, a reporter and a cameraman with one camera is all the gear and personnel you will need; sound gear, a second camera, microphones etc are all superfluous.<br /><br />- When you hear a loud animal scream, and one person has a gun, he should take it out and point it at the nearest person.<br /><br />- When you take a gun out, the sound of the safety being taken off will be made, even if your finger is nowhere near the safety<br /><br />- Reporters agree to go half-way around the world in order to expose something - without having the faintest idea what they're exposing. Background research and vague knowledge are out of fashion in modern journalism.<br /><br />- Handguns hold at least 52 bullets in one clip, and then more than that in the next clip. Despite that, those with guns claim that they will need more ammo.<br /><br />- Expensive cameras (also, remember that the reporter only has one camera) are regularly left behind without even a moment's hesitation or regret. These cameras amazingly manage to make their way back to the reporter all by themselves.<br /><br />- The blonde girl really is the stupid one.<br /><br />- The same girl that says not to go into a house because a Komodo dragon can easily run right through it, thus making it unsafe, takes a team into a building made of the same material for protection - and nobody says a word about it.<br /><br />- High-tech facilities look like simple offices with high school chemistry sets.<br /><br />- Genetically-modified snakes grow from normal size to 100 feet long in a matter of a day, but don't grow at all in the weeks either side.<br /><br />- The military routinely destroys entire islands when people don't meet contact deadlines.<br /><br />- Men with guns don't necessarily change the direction they're shooting when their target is no longer right in front of them. Instead, they just keep shooting into the air.<br /><br />- The better looking you are, the greater your chance of surviving giant creatures.<br /><br />- Women's intuition is reliable enough to change even the most stubborn of minds.<br /><br />- Any time you're being hunted by giant creatures is a great time to hit on girls half your age.<br /><br />- Animal noises are an appropriate masking noise for 'swearing' at the same volume.<br /><br />- Old Israeli and Russian planes are regularly used by the US Military.",0.9994421601295471,0.00055787613382563
22163,0,0,True,"A young woman, Jodie Foster, is witnessing a mafia murder, reports the killing to the local police, and becomes herself a hit target by the mob operatives. A professional killer, Dennis Hopper, hired by mafia, is stalking her to prepare for the hit, but eventually he falls for her. Then, as a parody of the Stockholm Syndrome that defines a case when an abducted hostage begins to like and cooperate with the kidnapper, Jodie Foster falls for her abductor too, make love, and both prepare for a getaway.<br /><br />Denis Hopper, the actor, tries to align himself with the creative ambitions of Dennis Hopper, the director. The result is disappointing, and fails to keep pace with the artistic level of a great performer as Dennis Hopper is. There is no real thrill and the script is sometimes naive and predictable. The film is saved to some extent by the performance of Jodie Foster who is not at her best, but still shines with her talent, beauty and gift. Of historical interest is the short appearance of Vincent Price, and, in a small act, of Charlie Sawn known from his great part in ""Wall Street"".<br /><br />If you decide to spend the 116 minutes to see the film, it is not a complete loss; this movie offers easy entertainment, but we would expect much more from the director of ""Easy Rider"", and the actress who gave us the character of Sarah Tobias in ""The Accused"".",1.0,1.0078082368636387e-08
19839,0,0,True,"Very silly high school/teen flick about geeks trying to prove themselves better than the rich brats. Sound familiar? This television movie from director Rod Amateau (""Uncommon Valour"" and some ""Dukes of Hazaard"" episodes believe it or not) says nothing, does nothing, and surely will entertain very few.<br /><br />Notable for its ""who's who"" of television cast, including Michael J. Fox, Bob Denver (""Gilligan""), and Todd Bridges (""Different Strokes""). This lame effort barely limps over the line. Also stars Anthony Edwards (""E.R."").<br /><br />Saturday, September 5, 1998 - Video",0.9999867677688599,1.3287673027662095e-05
12456,1,1,True,"Fellowe's drama about a couple's marriage which is threatened by a younger third party which interests the wife of the house (Watson). Wilkinson plays the role very well as the troubled husband who cant control his wife's cheating, and deals with the issue. I also like Rupert everett a lot in his role as William Bule, the man that Watson has the affair with. Although i think Emily Watson is a great actress, i had a bit of a problem with the way her character was written, did not make her too likable (i know a cheater is not supposed to be likable, but some of her actions and things she did had no reasoning behind them). The screenplay was perhaps the weak part of this drama, although Fellowes' direction was good and the performances were also quite good. This film is better than Unfaithful, but not a masterpiece by any means. ---IMDB Rating: 6.7, my rating: 8/10",3.086700598942116e-05,0.9999691247940063
10277,1,1,True,"I bought this movie because of Raquel Welch. She was gorgeous in this film as she played the role of Harry (Mike Wagner) girl friend. Harry a robber down on his luck trying to make one more heist. Harry goes to a funeral where he meets Vittorio De Sica and takes him for a ride. When things don't work out on the ride they put there mines together to figure out the fastest way to get money. Harry and his gang decide with the help of Vittorio De Sica to from there on mob. Rest a sure that no matter what the gang goes after that the outcome is never the same and will keep you on the edge of your sit. The rest of the out come you need to watch for yourself. As far as Raquel goes if you're a fan of here then you need to watch this movie because she never looked better standing on the beach with a ****** on. I give this movie 10 weasel stars on Raquel Welch body alone. It's no wonder why she was the hottest actress back in the sixties. She was the sex symbol everyone one wanted and no one could get. Not only does she look good, she can act even better. If you like, Raquel Welch then you'll like this movie",7.901203935034573e-05,0.9999209642410278
23085,0,0,True,"Help! Once again, Paul Schrader has sabotaged his own intentions with dull, pedantic storytelling. I rearranged a vacation so that I could see this ""world premiere."" What a mistake! Why did Schrader even want to make an Exorcist film? Lofty intentions are fine, but if I wanted 2 hours of theological babble, I would visit my nephew's Sunday school. Father Merrin's struggle with his faith, as presented in his younger days, is a potentially interesting subject. But an Exorcist movie needs more! The relentlessly draggy presentation, along with ridiculous special effects, makes for a strange production. Who is this movie for? I didn't bother seeing the Harlin version, but at least they apparently tried to deliver some sort of visceral thrills.<br /><br />The Exorcist series has been quite strange. The first film was excellent, but every sequel has been unloved and pointless. Why do they keep making them? I suppose Schrader made it so that he could get a lot of money. But why should we go?",1.0,2.5712388217424957e-18
1805,1,1,True,"Shohei Imamaura's Black Rain was released in 1989 just at the onset of the AIDS epidemic, a fact that gives the film about the slow deterioration of Hiroshima radiation victims an added poignancy. The black rain in the title refers to the combination of ash, radioactive fallout, and water that fell one or two hours after the explosion. There have been other books and films about the dropping of the atomic bomb but none as unique and powerful as this one. Based on a novel by Masuji Ibuse who gathered information from interviews and the diaries of real-life bomb victims, the film depicts how an entire family is affected psychologically as well as physically by the bomb years after the original explosion. It is a horrifying vision but one that resonates with deep compassion for humanity. <br /><br />The film begins in Hiroshima on August 6, 1945 as soldiers and civilians go about their normal daily activities. Suddenly a blinding light flashes and a thunderous blast is heard. Almost every single building is destroyed or damaged beyond repair. The first atomic bomb ever dropped on a city is now a part of history. Survivors must somehow restart their lives, unaware of the bomb's devastating after effects. Filmed in high-contrast black and white, the story centers around Yasuko (Yoshiko Tanaka), a young woman who is caught in the radioactive rain as her boat heads back to the city to search for friends and relatives. In Hiroshima, Imamura shows us indelible images that remain with us: a young boy with skin hanging from his body pleads with his brother to recognize him, an older man is in tears over his inability to free his son from piles of debris, a mother is in torment as she rocks the blackened body of her child.<br /><br />When the family returns to their rural home, Yasuko's life is forever changed. She sees her friends dying around her and waits for the inevitable bouts of radiation sickness that have already affected her Uncle Shigematsu Shimuza (Kazuo Kitamura) and Aunt Shigeko Shimuza (Etsuko Ichihara). Pretending that there is only business as usual, the family denies that the bomb has affected Yasuko. ""She forgot how Hiroshima and Nagasaki were destroyed. Everyone forgot it. They forget the hell of fire and go to rallies like an annual festival. I'm sick of it,"" says a friend Katayama (Akiji Kobayashi). Yasuko internalizes the tragedy, feeling shame for being different than others and guilty for being contaminated.<br /><br />When her aunt and uncle try to find her a husband, the eligible men refuse to marry her because of suspicions about her health, even though Shigematsu has copied her diary to prove that she wasn't directly exposed to the bomb. The only suitor she feels comfortable with is another damaged man, Yuichi (Keisuke Ishida), who has a panic attack every time he hears the roar of an engine. At the end, the beauty of life shows itself ever so fleetingly when Yasuko goes to the pond and sees a sight she has been longing for all her life, the king carp jumping in the water, playfully as if to say that beyond despair there is still joy. Sadly we hear on the radio statements by politicians about using the bomb once again in the Korean War. ""Human beings learn nothing"", says Shigematsu. ""They strangle themselves. Unjust peace is better than a war of justice. Why can't they see?"" Immamura's Black Rain has hopefully allowed all of us to see more clearly.",6.109087302870464e-13,1.0
2790,1,1,True,"Taut, topical political thriller, taking square aim at the controversial US policy of rendition, another appalling Orwell-ian phrase (collateral damage, anyone?) for the illegal interrogation even torture of terrorist suspects by-passing due legal process. The inhuman interrogation is overseen by the Egyptian Chief of Police, himself the target of a fundamentalist suicide - bomb plot, thus entwining the two main plot-lines of the movie. Both work very well, the bombing set-piece graphic and chilling in its realism, with its denouement revealed in a stylish Tarantino-type flashback and the torture scenes on an innocent man also unflinchingly portrayed in all their gory detail. The film scores telling points about the use of torture as a credible means of intelligence - gathering in the war against terrorists and against the unpoliced faceless bureaucracy (here personified by a suitable cold-steeled Meryl Streep, as the CIA boss who casually gives the order for rendition) which can ruin innocent lives. Never mind Kafka's fiction, think more the recent killing of the innocent Brazilian in London in 2005, with the Head of the Metropolitan police still in his job and no-one tried for the poor man's murder. The acting is excellent throughout - the two key roles of the innocent man and terrorist bomber are realistically and tellingly played by the unfamiliar actors Omar Metwally and Moa Khouas. Similarly Yigal Naor as the intimidating Chief of Police and Zineb Ouhach as his idealistic lovelorn daughter ring true with their performances, their lack of familiarity (at least to me) adding to their characters' credibility. Of the bigger Hollywood names present, Gyllenhaal's stature grows with succeeding films, here playing the initially detached but later conscience - stricken and anguished Government man who does the right thing in the end. Witherspoon plays her distraught wife part mainly in one key but is believable all the same, while David Fabrizio and Alan Arkin convincingly show up self-serving senators and their lackeys who'll only go so far to help you until their career prospects are jeopardised. There are a few weaknesses plot-wise; there's little dramatic need to create the ""suspense"" surrounding El-Ibrahimi's escape and Streep's character is perhaps too obvious a bogey-man/woman. Worst of all is the meaningless inclusion of Gyllenhaal's on-the-spot girlfriend, around merely for decoration and a brief gratuitous love-scene. On the whole though, an engrossing thought - provoking cinematic experience.",1.3514925669474293e-13,1.0
24427,0,0,True,"Wow. They told me it was bad, but I had no idea.<br /><br />We've started a tradition. We found one copy of this movie, and we just pass it from person to person. Whoever has the movie watches it, and then passes it to someone else deemed worthy of seeing this unique, creative, horrible movie. Hopefully it'll travel 'round the world a few times.<br /><br />It's painful. Really painful. It's even beyond so bad it's funny. Well, okay, sometimes it's so bad it's funny. But most of the time it just gives you that feeling that there's something sucking at your brain from the inside.<br /><br />Wow. Watch it, then pass it.",0.6172491908073425,0.38275080919265747
17716,0,0,True,"OMG what has Disney done lately..most of their new shows really suck. Suite life of Zach and Cody are pretty good but other shows like Cory in the house, Wizards of Waverly Place suck and are unwatchable.<br /><br />Naturally Sadie is just beyond stupid and dumb. Its about a teenager named Sadie who likes science and grows up and goes through her everyday life. There are her friends Margaret and Rain and her older annoying brother Hal. There all annoying and stupid. Especially Margaret who thinks she's the most popular girl in school and thinks she's soo pretty...its just beyond awful. I hate all the seasons of this show, its just terrible in every way (the first season was better though).<br /><br />If you value your life, you wouldn't watch this crap, its painful and stupid",1.0,1.7089345414581132e-14
